epoch,pkg_w,psys_w,cpu_freq_avg_mhz,cpu_freq_max_mhz,pkg_temp_c,sen3_c,bat_status,bat_pct,bat_power_w,ac_online,pkg_throttle_count,core_throttle_count,platform_profile
1784623524,15.03,41.99,1561,3972,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623525,14.85,42.47,2344,3801,61.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623526,15.25,42.73,1941,3804,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623527,14.77,41.68,1992,3800,60.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623528,14.46,41.37,1768,3811,58.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623529,14.78,41.99,1707,3985,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623530,14.66,41.49,3191,3800,61.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623531,14.61,41.49,1811,4001,60.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623532,14.62,42.15,1531,3799,60.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623533,14.75,42.03,2779,3983,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623534,13.97,40.59,1779,3573,56.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623535,14.15,40.85,2204,3805,58.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623536,14.00,41.28,2072,3800,61.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623537,15.71,45.95,2932,3800,64.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623538,14.98,44.59,1571,3880,60.0,52.0,Discharging,100,0.02,1,239,109,balanced
1784623539,14.69,44.02,1522,3800,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623540,14.73,44.56,1648,3909,63.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623541,14.86,44.25,2637,3898,60.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623542,14.77,44.36,2030,3800,65.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623543,15.16,44.86,2121,3799,61.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623544,14.91,44.38,1648,3801,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623545,14.26,43.61,2312,3800,61.0,52.0,Discharging,100,0.02,1,239,109,balanced
1784623546,14.91,44.53,2090,4000,59.0,52.0,Discharging,100,0.02,1,239,109,balanced
1784623547,14.36,43.67,3019,4010,60.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623548,14.19,43.73,2125,3801,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623549,14.56,44.24,3002,4000,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623550,14.15,43.64,2366,4008,61.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623552,14.07,43.77,2085,3973,58.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623553,13.95,43.20,1655,3799,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623554,13.91,43.19,1696,3805,59.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623555,13.74,42.93,1630,3800,56.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623556,13.78,43.04,1567,3843,58.0,52.0,Not charging,100,0.00,1,239,109,balanced
1784623557,13.69,43.06,1929,3801,59.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623558,13.98,43.27,2246,3800,60.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623559,13.65,42.91,1891,3800,60.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623560,13.79,40.79,1683,3976,57.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623561,13.85,40.58,2141,4000,58.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623562,13.99,40.77,1802,3800,59.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623563,13.74,40.37,1854,3800,60.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623564,14.07,40.87,1667,3813,64.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623565,13.48,42.07,1678,3800,59.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623566,13.30,42.21,2060,3946,60.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623567,13.37,42.40,2009,3941,58.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623568,13.25,42.16,1704,3999,57.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623569,14.29,42.67,1210,3400,58.0,53.0,Not charging,100,0.00,1,239,109,balanced
1784623570,23.34,50.44,2416,3642,64.0,53.0,Not charging,100,0.00,1,275,120,balanced
