epoch,pkg_w,psys_w,cpu_freq_avg_mhz,cpu_freq_max_mhz,pkg_temp_c,sen3_c,bat_status,bat_pct,bat_power_w,ac_online,pkg_throttle_count,core_throttle_count,platform_profile
1784604069,3.91,23.47,1390,3380,46.0,42.0,Charging,75,16.12,1,85,35,balanced
1784604070,3.88,23.35,1581,2991,44.0,42.0,Charging,75,16.13,1,85,35,balanced
1784604071,3.83,23.45,1597,3400,48.0,42.0,Charging,75,16.11,1,85,35,balanced
1784604072,3.47,22.57,1448,3380,45.0,42.0,Charging,75,16.11,1,85,35,balanced
1784604073,3.72,23.08,1723,3379,47.0,42.0,Charging,75,16.11,1,85,35,balanced
1784604075,3.70,23.04,1939,3387,45.0,42.0,Charging,75,16.11,1,85,35,balanced
1784604076,3.68,23.01,1504,3408,50.0,42.0,Charging,75,16.10,1,85,35,balanced
1784604077,3.48,20.01,1517,3372,47.0,42.0,Charging,75,16.09,1,85,35,balanced
1784604078,3.14,16.50,1299,3392,48.0,42.0,Charging,75,16.09,1,85,35,balanced
1784604079,3.14,16.41,1576,3356,46.0,42.0,Charging,75,16.07,1,85,35,balanced
1784604080,2.98,16.09,1459,3376,45.0,42.0,Charging,75,16.07,1,85,35,balanced
1784604081,2.65,15.48,1610,3372,45.0,42.0,Charging,75,16.07,1,85,35,balanced
1784604082,2.71,15.96,1530,3372,46.0,43.0,Charging,75,16.07,1,85,35,balanced
1784604083,2.92,16.33,1377,3377,47.0,43.0,Charging,75,16.07,1,85,35,balanced
1784604084,2.74,15.65,1388,3377,45.0,43.0,Charging,75,16.06,1,85,35,balanced
1784604085,2.68,12.99,1471,3370,46.0,43.0,Charging,75,16.06,1,85,35,balanced
1784604086,5.48,17.10,1415,3386,47.0,43.0,Charging,75,16.05,1,85,35,balanced
1784604087,3.15,13.65,1843,2930,45.0,43.0,Charging,75,16.04,1,85,35,balanced
1784604088,2.98,13.46,1409,3989,45.0,43.0,Charging,75,16.04,1,85,35,balanced
1784604089,3.04,13.53,1606,4271,48.0,43.0,Charging,75,16.04,1,85,35,balanced
1784604090,3.02,13.61,1910,4424,47.0,43.0,Charging,75,16.04,1,85,35,balanced
1784604091,2.93,13.33,1552,3384,45.0,43.0,Charging,75,16.02,1,85,35,balanced
1784604092,2.90,13.35,1950,4219,46.0,43.0,Charging,75,16.02,1,85,35,balanced
1784604093,3.15,13.75,1517,2807,42.0,43.0,Charging,75,16.02,1,85,35,balanced
1784604094,2.91,13.71,1649,3420,49.0,43.0,Charging,75,16.01,1,85,35,balanced
1784604095,2.96,13.38,2221,3392,47.0,43.0,Charging,75,16.01,1,85,35,balanced
1784604097,3.12,13.74,1599,3820,43.0,43.0,Charging,75,16.00,1,85,35,balanced
1784604098,2.60,12.80,1212,3438,48.0,43.0,Charging,75,16.00,1,85,35,balanced
1784604099,2.84,13.12,1304,3408,48.0,43.0,Charging,75,15.99,1,85,35,balanced
1784604100,2.91,13.56,1262,2179,42.0,43.0,Charging,75,15.99,1,85,35,balanced
1784604101,2.47,12.61,1582,3070,44.0,43.0,Charging,75,15.99,1,85,35,balanced
1784604102,2.69,13.48,1271,3246,45.0,43.0,Charging,75,15.98,1,85,35,balanced
1784604103,2.66,12.85,1461,4385,48.0,43.0,Charging,75,15.98,1,85,35,balanced
1784604104,2.64,12.85,1464,3382,45.0,43.0,Charging,75,15.98,1,85,35,balanced
1784604105,2.58,12.76,1659,3279,45.0,43.0,Charging,75,15.97,1,85,35,balanced
1784604106,2.61,15.59,1659,3387,49.0,43.0,Charging,75,15.97,1,85,35,balanced
1784604107,2.75,13.15,1489,3353,45.0,43.0,Charging,75,15.96,1,85,35,balanced
1784604108,2.59,13.07,1444,3404,45.0,43.0,Charging,75,15.95,1,85,35,balanced
1784604109,2.66,13.37,1324,3423,47.0,43.0,Charging,75,15.94,1,85,35,balanced
1784604110,2.83,13.34,1353,3372,46.0,43.0,Charging,75,15.94,1,85,35,balanced
1784604111,2.68,13.08,1675,3400,48.0,43.0,Charging,75,15.94,1,85,35,balanced
1784604112,2.71,13.08,1296,3393,47.0,44.0,Charging,75,15.94,1,85,35,balanced
1784604113,2.73,13.48,1477,3398,45.0,44.0,Charging,75,15.93,1,85,35,balanced
1784604114,2.75,13.29,1626,3216,45.0,44.0,Charging,75,15.93,1,85,35,balanced
1784604115,2.68,13.03,1269,3382,48.0,44.0,Charging,75,15.91,1,85,35,balanced
1784604116,2.80,13.59,1813,3377,45.0,44.0,Charging,75,15.91,1,85,35,balanced
1784604118,2.63,13.02,1612,4440,47.0,44.0,Charging,75,15.92,1,85,35,balanced
1784604119,2.64,12.98,1368,3376,44.0,44.0,Charging,75,15.92,1,85,35,balanced
1784604120,2.80,13.30,1597,3370,45.0,44.0,Charging,75,15.90,1,85,35,balanced
1784604121,2.76,13.27,1670,3374,43.0,44.0,Charging,75,15.90,1,85,35,balanced
1784604122,2.54,12.92,1464,3403,45.0,44.0,Charging,75,15.89,1,85,35,balanced
1784604123,2.66,13.02,1613,3304,47.0,44.0,Charging,75,15.89,1,85,35,balanced
1784604124,2.55,12.86,1452,3410,43.0,44.0,Charging,75,15.89,1,85,35,balanced
1784604125,2.55,12.85,1538,2980,43.0,44.0,Charging,75,15.89,1,85,35,balanced
1784604126,2.60,12.94,1505,3384,44.0,44.0,Charging,75,15.88,1,85,35,balanced
1784604127,2.71,13.08,1540,4376,44.0,44.0,Charging,75,15.88,1,85,35,balanced
1784604128,2.67,13.18,1206,3390,44.0,44.0,Charging,75,15.88,1,85,35,balanced
1784604129,2.75,13.11,1537,3394,44.0,44.0,Charging,75,15.87,1,85,35,balanced
1784604130,2.77,13.50,1459,3959,44.0,44.0,Charging,75,15.87,1,85,35,balanced
1784604131,2.70,13.02,1273,3393,44.0,44.0,Charging,75,15.86,1,85,35,balanced
1784604132,2.71,13.05,1460,3388,45.0,44.0,Charging,75,15.85,1,85,35,balanced
1784604133,2.62,13.04,1181,3375,45.0,44.0,Charging,75,15.85,1,85,35,balanced
1784604134,2.72,13.21,1522,3378,48.0,44.0,Charging,75,15.85,1,85,35,balanced
1784604135,2.75,13.12,1193,3396,43.0,44.0,Charging,75,15.84,1,85,35,balanced
1784604136,2.58,12.86,1472,3368,45.0,44.0,Charging,75,15.84,1,85,35,balanced
1784604137,2.51,12.74,1063,3406,44.0,44.0,Charging,75,15.83,1,85,35,balanced
1784604139,2.65,12.94,1376,3381,44.0,44.0,Charging,75,15.83,1,85,35,balanced
1784604140,2.63,13.01,1577,3403,44.0,44.0,Charging,75,15.82,1,85,35,balanced
1784604141,2.64,13.02,1518,3366,44.0,44.0,Charging,75,15.82,1,85,35,balanced
1784604142,2.61,12.87,1073,3414,44.0,44.0,Charging,75,15.82,1,85,35,balanced
1784604143,2.61,12.88,1129,3381,41.0,44.0,Charging,75,15.82,1,85,35,balanced
1784604144,2.62,12.91,1425,3085,42.0,43.0,Charging,75,15.81,1,85,35,balanced
1784604145,2.71,13.34,1336,3340,43.0,43.0,Charging,75,15.80,1,85,35,balanced
1784604146,22.35,38.87,2750,3001,70.0,43.0,Charging,76,15.80,1,85,35,balanced
1784604147,35.98,55.99,2743,3000,76.0,43.0,Charging,76,15.31,1,85,35,balanced
1784604148,35.90,55.96,2743,3000,77.0,43.0,Charging,76,15.83,1,85,35,balanced
1784604149,35.90,56.08,2730,3005,74.0,43.0,Charging,76,15.81,1,85,35,balanced
1784604150,35.84,55.95,2726,3000,77.0,43.0,Charging,76,15.79,1,85,35,balanced
1784604151,35.81,56.01,2723,3000,77.0,44.0,Charging,76,15.79,1,85,35,balanced
1784604152,35.62,55.99,2750,3000,77.0,44.0,Charging,76,15.77,1,85,35,balanced
1784604153,35.73,56.00,2749,3009,77.0,44.0,Charging,76,15.76,1,85,35,balanced
1784604154,35.69,56.00,2736,3008,79.0,44.0,Charging,76,15.75,1,85,35,balanced
1784604155,35.69,55.97,2740,3000,81.0,44.0,Charging,76,15.73,1,85,35,balanced
1784604156,35.67,56.08,2751,3011,79.0,44.0,Charging,76,15.71,1,85,35,balanced
1784604157,35.70,55.95,2743,3000,79.0,44.0,Charging,76,15.71,1,85,35,balanced
1784604158,35.72,56.00,2745,3000,79.0,44.0,Charging,76,15.71,1,85,35,balanced
1784604159,35.64,55.99,2746,3009,81.0,45.0,Charging,76,15.71,1,85,35,balanced
1784604160,35.69,56.06,2741,3008,79.0,45.0,Charging,76,15.70,1,85,35,balanced
1784604161,35.38,55.97,2747,3004,81.0,45.0,Charging,76,15.67,1,85,35,balanced
1784604162,35.55,56.00,2749,3000,82.0,45.0,Charging,76,15.67,1,85,35,balanced
1784604164,35.55,55.97,2736,3000,81.0,45.0,Charging,76,15.65,1,85,35,balanced
1784604165,35.44,56.02,2738,3000,79.0,46.0,Charging,76,15.64,1,85,35,balanced
1784604166,35.43,56.01,2746,3000,83.0,46.0,Charging,76,15.64,1,85,35,balanced
1784604167,35.42,56.01,2744,3005,81.0,46.0,Charging,76,15.64,1,85,35,balanced
1784604168,35.42,55.96,2750,3000,81.0,47.0,Charging,76,15.62,1,85,35,balanced
1784604169,35.46,56.04,2750,3000,81.0,47.0,Charging,76,15.61,1,85,35,balanced
1784604170,35.42,55.99,2745,3010,82.0,47.0,Charging,76,15.60,1,85,35,balanced
1784604171,35.42,56.03,2748,3000,82.0,48.0,Charging,76,15.59,1,85,35,balanced
1784604172,35.18,55.98,2750,3001,82.0,48.0,Charging,76,15.59,1,85,35,balanced
1784604173,35.29,55.99,2750,3000,83.0,48.0,Charging,76,15.59,1,85,35,balanced
1784604174,35.27,56.01,2750,3000,82.0,49.0,Charging,76,15.57,1,85,35,balanced
1784604175,35.23,55.98,2741,3008,82.0,49.0,Charging,76,15.56,1,85,35,balanced
1784604176,34.95,56.02,2745,3006,82.0,50.0,Charging,76,15.56,1,85,35,balanced
1784604177,34.66,56.01,2740,3000,83.0,50.0,Charging,76,15.56,1,85,35,balanced
1784604178,35.00,56.01,2734,3010,82.0,50.0,Charging,76,15.55,1,85,35,balanced
1784604179,35.07,55.96,2744,3000,86.0,50.0,Charging,76,15.53,1,85,35,balanced
1784604180,35.02,56.00,2750,3005,82.0,50.0,Charging,76,15.53,1,85,35,balanced
1784604181,35.08,56.01,2750,3000,83.0,50.0,Charging,76,15.52,1,85,35,balanced
1784604182,35.08,56.00,2742,3000,83.0,51.0,Charging,76,15.52,1,85,35,balanced
1784604183,35.01,56.01,2721,3000,85.0,51.0,Charging,76,15.51,1,85,35,balanced
1784604184,34.96,55.98,2650,2900,83.0,51.0,Charging,76,15.51,1,85,35,balanced
1784604185,35.01,56.00,2748,3000,83.0,51.0,Charging,76,15.48,1,85,35,balanced
1784604186,35.01,56.04,2744,3000,83.0,51.0,Charging,76,15.48,1,85,35,balanced
1784604187,35.02,55.98,2750,3004,83.0,52.0,Charging,76,15.47,1,85,35,balanced
1784604189,35.02,55.97,2640,2910,83.0,52.0,Charging,76,15.47,1,85,35,balanced
1784604190,35.03,56.03,2649,2900,85.0,52.0,Charging,76,15.47,1,85,35,balanced
1784604191,35.00,56.00,2650,2900,85.0,52.0,Charging,76,15.46,1,85,35,balanced
1784604192,34.75,55.97,2749,3000,83.0,52.0,Charging,76,15.44,1,85,35,balanced
1784604193,34.98,56.04,2643,2900,85.0,53.0,Charging,76,15.42,1,85,35,balanced
1784604194,34.96,56.00,2638,2908,83.0,53.0,Charging,76,15.42,1,85,35,balanced
1784604195,34.90,55.96,2676,2958,85.0,53.0,Charging,76,15.41,1,85,35,balanced
1784604196,34.83,56.04,2707,2973,85.0,53.0,Charging,76,15.41,1,85,35,balanced
1784604197,34.94,55.95,2645,2908,85.0,53.0,Charging,76,15.40,1,85,35,balanced
1784604198,34.90,56.03,2650,2903,82.0,53.0,Charging,76,15.40,1,85,35,balanced
1784604199,34.87,56.00,2742,3007,85.0,53.0,Charging,76,15.39,1,85,35,balanced
1784604200,34.87,55.99,2701,2985,83.0,54.0,Charging,76,15.38,1,85,35,balanced
1784604201,34.85,56.01,2751,3012,83.0,54.0,Charging,76,15.38,1,85,35,balanced
1784604202,34.81,56.02,2626,2900,83.0,54.0,Charging,76,15.37,1,85,35,balanced
1784604203,34.81,55.97,2750,3000,85.0,54.0,Charging,76,15.37,1,85,35,balanced
1784604204,34.83,55.99,2731,3000,85.0,54.0,Charging,76,15.36,1,85,35,balanced
