timestamp,wear_pct,full_wh,design_wh,now_wh,capacity_pct,voltage_v,power_w,status,cycles
2026-08-03T10:31:30+05:00,38.98,42.714,70.004,37.526,88,8.231,11.26,Charging,-1
2026-08-03T10:32:17+05:00,38.98,42.714,70.004,37.580,88,8.235,11.19,Charging,-1
2026-08-03T10:52:13+05:00,38.98,42.714,70.004,40.506,95,8.253,7.03,Charging,-1
2026-08-03T10:57:37+05:00,38.98,42.714,70.004,41.116,96,8.257,6.31,Charging,-1
2026-08-03T11:25:29+05:00,42.57,40.205,70.004,40.205,100,8.206,0.00,Not charging,-1
2026-08-03T12:02:28+05:00,42.57,40.205,70.004,40.205,100,8.189,0.00,Not charging,-1
2026-08-03T14:16:57+05:00,41.97,40.622,70.004,3.010,7,6.840,17.65,Discharging,-1
2026-08-03T16:53:21+05:00,41.45,40.985,70.004,40.985,100,8.190,0.00,Not charging,-1
2026-08-03T17:28:06+05:00,41.45,40.985,70.004,40.985,100,7.778,21.65,Discharging,-1
