2026/07/21 08:10:08.121, 9.68, 1327, 6001, 2, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:09.131, 9.95, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:10.133, 9.97, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:11.136, 9.97, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:12.139, 9.97, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:13.142, 9.97, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:14.144, 9.99, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:15.145, 9.98, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:16.147, 9.98, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:17.149, 9.97, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:18.151, 9.99, 1327, 6001, 0, 0, 44, P0, 4, 4, 0x0000000000000001
2026/07/21 08:10:19.152, 9.99, 1327, 6001, 0, 0, 44, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:20.154, 6.99, 210, 405, 0, 0, 43, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:21.156, 5.51, 210, 405, 0, 0, 43, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:22.158, 5.26, 210, 405, 0, 0, 43, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:23.159, 5.22, 210, 405, 0, 0, 43, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:24.161, 5.23, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:25.163, 5.24, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:26.164, 5.23, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:27.165, 5.23, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:28.167, 5.23, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:29.167, 5.23, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:30.168, 5.24, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:31.168, 5.22, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:32.169, 5.22, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:33.170, 5.22, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
2026/07/21 08:10:34.170, 5.23, 210, 405, 0, 0, 42, P8, 1, 4, 0x0000000000000001
