epoch,pkg_w,psys_w,cpu_freq_avg_mhz,cpu_freq_max_mhz,pkg_temp_c,sen3_c,bat_status,bat_pct,bat_power_w,ac_online,pkg_throttle_count,core_throttle_count,platform_profile
1784603029,3.64,17.30,778,1600,40.0,42.0,Charging,63,20.48,1,186,87,balanced
1784603030,3.69,17.18,865,3400,43.0,42.0,Charging,63,20.49,1,186,87,balanced
1784603031,3.79,17.23,965,3071,43.0,42.0,Charging,63,20.48,1,186,87,balanced
1784603032,3.74,17.08,1062,3412,42.0,42.0,Charging,63,20.46,1,186,87,balanced
1784603033,3.88,17.33,690,2515,40.0,42.0,Charging,63,20.45,1,186,87,balanced
1784603034,3.58,16.82,843,2667,40.0,42.0,Charging,63,20.45,1,186,87,balanced
1784603035,3.68,17.00,518,1717,40.0,42.0,Charging,63,20.45,1,186,87,balanced
1784603036,3.56,16.84,673,2183,40.0,42.0,Charging,63,20.45,1,186,87,balanced
1784603037,3.64,17.23,1112,3409,43.0,42.0,Charging,63,20.44,1,186,87,balanced
1784603038,3.98,17.85,758,3400,43.0,42.0,Charging,63,20.44,1,186,87,balanced
1784603039,3.68,16.97,680,3398,43.0,42.0,Charging,63,20.43,1,186,87,balanced
1784603040,3.88,17.66,572,2403,41.0,42.0,Charging,63,20.42,1,186,87,balanced
1784603041,3.60,16.88,505,1700,41.0,42.0,Charging,63,20.42,1,186,87,balanced
1784603042,3.61,17.17,702,3355,43.0,42.0,Charging,63,20.40,1,186,87,balanced
1784603043,3.65,16.09,591,2371,41.0,43.0,Charging,63,20.41,1,186,87,balanced
1784603044,6.47,18.83,1085,4202,43.0,43.0,Charging,63,20.41,1,186,87,balanced
1784603046,3.78,14.59,772,1785,41.0,43.0,Charging,63,20.40,1,186,87,balanced
1784603047,3.73,14.77,733,2391,41.0,43.0,Charging,63,20.39,1,186,87,balanced
1784603048,3.91,14.74,695,2245,40.0,43.0,Charging,63,20.39,1,186,87,balanced
1784603049,3.70,14.47,757,2251,41.0,43.0,Charging,63,20.39,1,186,87,balanced
1784603050,3.73,14.58,642,1702,41.0,43.0,Charging,63,20.37,1,186,87,balanced
1784603051,3.67,14.50,986,3396,45.0,43.0,Charging,63,20.37,1,186,87,balanced
1784603052,3.86,14.73,974,4426,42.0,43.0,Charging,63,20.36,1,186,87,balanced
1784603053,3.72,14.84,599,1700,40.0,43.0,Charging,63,20.37,1,186,87,balanced
1784603054,3.83,15.00,825,2158,41.0,43.0,Charging,63,20.36,1,186,87,balanced
1784603055,3.83,14.67,865,3418,45.0,43.0,Charging,64,20.35,1,186,87,balanced
1784603056,3.46,14.04,1132,3410,43.0,43.0,Charging,64,20.34,1,186,87,balanced
1784603057,3.56,14.57,868,2461,42.0,43.0,Charging,64,20.34,1,186,87,balanced
1784603058,3.59,14.67,926,3316,43.0,43.0,Charging,64,20.34,1,186,87,balanced
1784603059,3.70,14.55,716,3291,44.0,43.0,Charging,64,20.34,1,186,87,balanced
1784603060,3.58,14.27,676,3399,47.0,43.0,Charging,64,20.33,1,186,87,balanced
